Bandleader,Orchestra,Date,Title,AltTitle,Genre,Singer,Label,Master,Matrix,Disc,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,Lineup,Img_Type,Img_Folder,Img_Side,Img_Album
José Basso,Pepe y su Cuarteto Loco,1961,El Entrerriano,,Tango,Instrumental,Odeón,,,51930,Rosendo Mendizábal,,,61 Cuarteto Loco,José Basso,,,,,,,,
José Basso,Pepe y su Cuarteto Loco,1961,Lágrimas y Sonrisas,,Vals,Instrumental,Odeón,,,51967,Pascual De Gullo,,,61 Cuarteto Loco,José Basso,,,,,,,,
José Basso,Orquesta José Basso,1962,A la Luz del Candil,A la Luz de un Candíl,Tango,Jorge Durán,Music Hall,,,12239,Carlos Flores,Julio Navarrine,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1962,Atardece,,Tango,Jorge Durán,Music Hall,,,30088,Jorge Casal,Homero Moavro,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1962,Desorientado,,Tango,Jorge Durán,Music Hall,,,12239,"Miguel Caló, Marvil, Oscar Rubens","Miguel Caló, Marvil, Oscar Rubens",,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1962,El Motivo,Pobre Paica,Tango,Floreal Ruiz,Music Hall,,,12239,Juan Cobián,Pascual Contursi,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1962,Frente Al Mar,,Tango,Jorge Durán,Music Hall,,30040,608,Mariano Mores,Rodolfo Taboada,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1962,Mano Cruel,,Tango,Roberto Florio,Music Hall,,,12239,Carmelo Mutarelli,Armando Tagini,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1962,Nonino,,Tango,Instrumental,Music Hall,,,12239,Astor Piazzolla,,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1962,Orgullo Criollo,,Tango,Instrumental,Music Hall,,,12239,"Pedro Laurenz, Julio De Caro",,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1962,Pelele,,Tango,Instrumental,Music Hall,,,12239,Pedro Maffía,,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1962,Pobre Negro,,Milonga,Jorge Durán,Music Hall,,,12239,José Basso,Francisco Jiménez,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1962,Por Qué la Quise Tanto,Porqué la Quise Tanto,Tango,Roberto Florio,Music Hall,,15770,12239,Mariano Mores,Rodolfo Taboada,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1962,Qué Me Van a Hablar de Amor,,Tango,Floreal Ruiz,Music Hall,,,12239,Héctor Stamponi,Homero Expósito,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1962,Tormenta,,Tango,Floreal Ruiz,Music Hall,,,12239,Enrique Discépolo,Enrique Discépolo,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1962,Un Amor Imposible,,Tango,Roberto Florio,Music Hall,,,12239,Arturo Gallucci,Dante Gilardoni,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1962,Yo También,,Tango,Floreal Ruiz,Music Hall,,30088,636,Luis Visca,Luis Rubistein,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1962,Yo Te Canto Novia Mía,,Tango,Floreal Ruiz Y Jorge Durán,Music Hall,,30040,636,José Basso,Héctor Stamponi,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1963,Cuando el Amor Muere,,Tango,Floreal Ruiz,Music Hall,,30138,636,Alfredo Malerba,Héctor Marcó,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1963,Cómo Se Muere de Amor,,Tango,Floreal Ruiz,Music Hall,,30117,636,Daniel Álvarez,Daniel Álvarez,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1963,El Internado,,Tango,Instrumental,Music Hall,,30208,636,Francisco Canaro,,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1963,El Último Café,,Tango,Jorge Durán,Music Hall,,30136,636,Héctor Stamponi,Cátulo Castillo,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1963,Marioneta,,Tango,Floreal Ruiz,Music Hall,,30223,636,Juan Guichandut,Armando Tagini,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1963,Te Pregunto,,Tango,Floreal Ruiz,Music Hall,,30223,636,Miguel Caló,Ángel Gatti,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1963,Un Poco Más,,Tango,Floreal Ruiz,Music Hall,,,30208,Ángel Cabral,Reinaldo Yiso,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1963,Viejo Café,,Milonga,Floreal Ruiz Y Jorge Durán,Music Hall,,30117,636,José Basso,Julio Porter,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1964,Cafetín de Buenos Aires,,Tango,Héctor De Rosas,Music Hall,,,30456,"Mariano Mores, Enrique Discépolo","Mariano Mores, Enrique Discépolo",,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1964,Canción de Ave María,,Tango,Héctor De Rosas,Music Hall,,30280,12487,Héctor Stamponi,Cátulo Castillo,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1964,De Diez Siete,,Tango,Instrumental,Music Hall,,,678,José Basso,,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1964,Decime Dios Dónde Estás,Decime Dios Dónde Estás,Tango,Alfredo Belusi,Music Hall,,30280,12487,Manuel Sucher,Tita Merello,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1964,Estaba Bien Seguro,,Tango,Alfredo Belusi,Music Hall,,,30456,José Basso,Abel Aznar,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1964,Inspiración,Inspiración,Tango,Instrumental,Music Hall,,,636,Peregrino Paulos,Luis Rubistein,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1964,La Vi Llegar,,Tango,Héctor De Rosas,Music Hall,,30381,12487,Enrique Francini,Julián Centeya,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1964,Lo Que Vos Te Merecés,,Tango,Alfredo Belusi,Music Hall,,30312,718,Carlos Olmedo,Abel Aznar,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1964,Mal de Amores,,Tango,Instrumental,Music Hall,,,636,Pedro Laurenz,,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1964,Rosa de Fuego,,Tango,Héctor De Rosas,Music Hall,,30312,12487,Manuel Jovés,Antonio Viérgol,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1964,Siempre en Mi Amor,,Tango,Alfredo Belusi Y Héctor De Rosas,Music Hall,,,12487,José Basso,Eugenio Majúl,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1964,Total Pa' Qué Sirvo,,Tango,Alfredo Belusi,Music Hall,,30381,12487,Aníbal Troilo,Enrique Dizeo,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1965,Andate,No Te Vayas,Tango,Héctor De Rosas,Music Hall,,,718,Rodolfo Sciammarella,Roberto Fontaina,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1965,Aquí Nomás,,Tango,Alfredo Belusi,Music Hall,,,12610,Héctor Stamponi,Cátulo Castillo,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1965,Atrévete,,Tango,Héctor De Rosas,Music Hall,,,,José Basso,Luciano Bottini,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1965,El Cencerro,,Tango,Instrumental,Music Hall,,,12610,José Martínez,Francisco Lío,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1965,Guardia Vieja,,Tango,Instrumental,Music Hall,,,12487,Julio De Caro,José De Grandis,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1965,La Camalela,,Milonga,Instrumental,Music Hall,,,12487,José Basso,,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1965,La Llave de Tu Alcoba,,Tango,Héctor De Rosas,Music Hall,,,12610,Ángel Cabral,Elizardo Vilas,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1965,Me Quedé Mirándola,,Tango,Alfredo Belusi,Music Hall,,,,Vicente Spina,Roberto Miró,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1965,Milonga Para los Orientales,Milonga de los Morenos,Milonga,Alfredo Belusi,Music Hall,,30586,678,José Basso,Jorge Borges,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1965,Nuestra Ronda,,Tango,Alfredo Belusi,Music Hall,,30580,12610,Alberto Aguirre,Alberto Aguirre,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1965,Tarareando,,Tango,Alfredo Belusi,Music Hall,,30660,12610,Juan Guichandut,Oscar Rubens,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1966,Andate,No Te Vayas,Tango,Héctor De Rosas,Music Hall,,,,Rodolfo Sciammarella,Roberto Fontaina,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1966,Bailate un Tango Ricardo,,Tango,Alfredo Belusi,Music Hall,,,30769,Juan D'Arienzo,Ulises De Murat,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1966,Barranca Abajo,Pialando Recuerdos,Tango,Instrumental,Music Hall,,,12610,Agustín Bardi,,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1966,Cada Vez Que Me Recuerdes,,Tango,Héctor De Rosas,Music Hall,,,,Mariano Mores,José Contursi,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1966,Don Agustín Bardi,A Don Agustín Bardi,Tango,Instrumental,Music Hall,,,2045,Horacio Salgán,,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1966,El Cencerro,,Tango,Instrumental,Music Hall,,,,José Martínez,Francisco Lío,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1966,El Vuelo Ciento Dos,El Vuelo 102,Tango,Héctor De Rosas,Music Hall,,,,Alberto Harari,Juan Tiggi,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1966,En Carne Viva,,Tango,Alfredo Belusi,Music Hall,,,,Cholo Aguirre,Cholo Aguirre,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1966,En Qué Esquina Te Encuentro Buenos Aires,,Tango,Alfredo Belusi,Music Hall,,,30769,Héctor Stamponi,Florencio Escardó,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1966,Mientras Tú No Llegas,,Tango,Carlos Rossi,Music Hall,,,2045,Manuel Sucher,Carlos Bahr,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1966,Milonga con Variación,Milonga con Variaciones,Tango,Instrumental,Music Hall,,,2045,Francisco Canaro,,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1966,Rondando Tu Esquina,,Tango,Alfredo Belusi,Music Hall,,,12610,Charlo,Enrique Cadícamo,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1966,Su Nombre Era Margot,,Tango,Alfredo Belusi,Music Hall,,,2045,Ángel Cabral,Ángel Cabral,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1966,Un Sueño y Nada Más,,Tango,Héctor De Rosas,Music Hall,,,30878,Charlo,Charlo,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1966,Una Fija,Glorias de Ayer,Milonga,Instrumental,Music Hall,,,12610,Ángel Villoldo,"Antonio Polito, Carlos Pesce",,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1967,A Bailar,,Tango,Alfredo Belusi,Music Hall,,,2136,Domingo Federico,Homero Expósito,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
